date,geoRegion,location,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202119,CHFL,medical_practice,85844,location,8709355,771533,NA,0.183,18.3,20.3,0.99,8.86,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202120,CHFL,medical_practice,118351,location,8709355,889884,NA,0.207,20.7,20.3,1.36,10.22,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202121,CHFL,medical_practice,108609,location,8709355,998493,NA,0.195,19.5,20.200000000000003,1.25,11.46,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202122,CHFL,medical_practice,110465,location,8709355,1108958,NA,0.174,17.4,19.900000000000002,1.27,12.73,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202123,CHFL,medical_practice,103959,location,8709355,1212917,NA,0.161,16.1,19.5,1.19,13.93,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202124,CHFL,medical_practice,91006,location,8709355,1303923,NA,0.151,15.1,19.1,1.04,14.97,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202125,CHFL,medical_practice,67640,location,8709355,1371563,NA,0.13,13,18.7,0.78,15.75,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202126,CHFL,medical_practice,57652,location,8709355,1429215,NA,0.128,12.8,18.3,0.66,16.41,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202127,CHFL,medical_practice,48306,location,8709355,1477521,NA,0.116,11.600000000000001,18,0.55,16.96,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202128,CHFL,medical_practice,39029,location,8709355,1516550,NA,0.107,10.7,17.7,0.45,17.41,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202129,CHFL,medical_practice,22601,location,8709355,1539151,NA,0.077,7.7,17.4,0.26,17.67,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,CHFL,medical_practice,12754,location,8709355,1551905,NA,0.068,6.800000000000001,17.1,0.15,17.82,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,CHFL,medical_practice,8842,location,8709355,1560747,NA,0.065,6.5,17,0.1,17.92,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,CHFL,medical_practice,9471,location,8709355,1570218,NA,0.07,7.000000000000001,16.8,0.11,18.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,CHFL,medical_practice,9084,location,8709355,1579302,NA,0.063,6.3,16.7,0.1,18.13,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,CHFL,medical_practice,9476,location,8709355,1588778,NA,0.059,5.8999999999999995,16.5,0.11,18.24,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,CHFL,medical_practice,12025,location,8709355,1600803,NA,0.077,7.7,16.400000000000002,0.14,18.38,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,CHFL,medical_practice,15770,location,8709355,1616573,NA,0.082,8.200000000000001,16.2,0.18,18.56,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202137,CHFL,medical_practice,22946,location,8709355,1639519,NA,0.104,10.4,16.1,0.26,18.82,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202138,CHFL,medical_practice,23267,location,8709355,1662786,NA,0.119,11.899999999999999,16,0.27,19.09,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202139,CHFL,medical_practice,16303,location,8709355,1679089,NA,0.099,9.9,15.9,0.19,19.28,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202140,CHFL,medical_practice,17628,location,8709355,1696717,NA,0.108,10.8,15.8,0.2,19.48,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202141,CHFL,medical_practice,19100,location,8709355,1715817,NA,0.113,11.3,15.8,0.22,19.7,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202142,CHFL,medical_practice,19009,location,8709355,1734826,NA,0.134,13.4,15.7,0.22,19.92,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202143,CHFL,medical_practice,13789,location,8709355,1748615,NA,0.138,13.8,15.7,0.16,20.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202144,CHFL,medical_practice,11758,location,8709355,1760373,NA,0.155,15.5,15.7,0.14,20.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202145,CHFL,medical_practice,19095,location,8709355,1779468,NA,0.153,15.299999999999999,15.7,0.22,20.43,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202146,CHFL,medical_practice,48374,location,8709355,1827842,NA,0.209,20.9,15.8,0.56,20.99,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202052,CHFL,pharmacy,0,location,8709355,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202053,CHFL,pharmacy,0,location,8709355,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202101,CHFL,pharmacy,1,location,8709355,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202102,CHFL,pharmacy,0,location,8709355,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202103,CHFL,pharmacy,4,location,8709355,5,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202104,CHFL,pharmacy,13,location,8709355,18,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202105,CHFL,pharmacy,5,location,8709355,23,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202106,CHFL,pharmacy,10,location,8709355,33,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202107,CHFL,pharmacy,21,location,8709355,54,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202108,CHFL,pharmacy,29,location,8709355,83,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202109,CHFL,pharmacy,5,location,8709355,88,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202110,CHFL,pharmacy,14,location,8709355,102,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202111,CHFL,pharmacy,15,location,8709355,117,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202112,CHFL,pharmacy,13,location,8709355,130,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202113,CHFL,pharmacy,10,location,8709355,140,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202114,CHFL,pharmacy,30,location,8709355,170,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202115,CHFL,pharmacy,236,location,8709355,406,NA,0.001,0.1,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202116,CHFL,pharmacy,1089,location,8709355,1495,NA,0.003,0.3,0.1,0.01,0.02,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202117,CHFL,pharmacy,2908,location,8709355,4403,NA,0.007,0.7000000000000001,0.2,0.03,0.05,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202118,CHFL,pharmacy,6768,location,8709355,11171,NA,0.015,1.5,0.3,0.08,0.13,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202119,CHFL,pharmacy,12125,location,8709355,23296,NA,0.026,2.6,0.6,0.14,0.27,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202120,CHFL,pharmacy,18402,location,8709355,41698,NA,0.032,3.2,1,0.21,0.48,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202121,CHFL,pharmacy,19096,location,8709355,60794,NA,0.034,3.4000000000000004,1.2,0.22,0.7,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202122,CHFL,pharmacy,21955,location,8709355,82749,NA,0.035,3.5000000000000004,1.5,0.25,0.95,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202123,CHFL,pharmacy,28780,location,8709355,111529,NA,0.045,4.5,1.7999999999999998,0.33,1.28,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202124,CHFL,pharmacy,28815,location,8709355,140344,NA,0.048,4.8,2.1,0.33,1.61,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202125,CHFL,pharmacy,26903,location,8709355,167247,NA,0.052,5.2,2.3,0.31,1.92,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202126,CHFL,pharmacy,24617,location,8709355,191864,NA,0.055,5.5,2.5,0.28,2.2,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202127,CHFL,pharmacy,23097,location,8709355,214961,NA,0.056,5.6000000000000005,2.6,0.27,2.47,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202128,CHFL,pharmacy,19332,location,8709355,234293,NA,0.053,5.3,2.7,0.22,2.69,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202129,CHFL,pharmacy,15646,location,8709355,249939,NA,0.053,5.3,2.8000000000000003,0.18,2.87,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,CHFL,pharmacy,12752,location,8709355,262691,NA,0.068,6.800000000000001,2.9000000000000004,0.15,3.02,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,CHFL,pharmacy,10304,location,8709355,272995,NA,0.075,7.5,3,0.12,3.13,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,CHFL,pharmacy,10963,location,8709355,283958,NA,0.081,8.1,3,0.13,3.26,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,CHFL,pharmacy,12144,location,8709355,296102,NA,0.084,8.4,3.1,0.14,3.4,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,CHFL,pharmacy,12518,location,8709355,308620,NA,0.078,7.8,3.2,0.14,3.54,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,CHFL,pharmacy,13828,location,8709355,322448,NA,0.089,8.9,3.3000000000000003,0.16,3.7,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,CHFL,pharmacy,15812,location,8709355,338260,NA,0.082,8.200000000000001,3.4000000000000004,0.18,3.88,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202137,CHFL,pharmacy,20076,location,8709355,358336,NA,0.091,9.1,3.5000000000000004,0.23,4.11,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202138,CHFL,pharmacy,18394,location,8709355,376730,NA,0.094,9.4,3.5999999999999996,0.21,4.33,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202139,CHFL,pharmacy,18999,location,8709355,395729,NA,0.115,11.5,3.6999999999999997,0.22,4.54,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202140,CHFL,pharmacy,16462,location,8709355,412191,NA,0.101,10.100000000000001,3.8,0.19,4.73,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202141,CHFL,pharmacy,17422,location,8709355,429613,NA,0.103,10.299999999999999,3.9,0.2,4.93,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202142,CHFL,pharmacy,15198,location,8709355,444811,NA,0.107,10.7,4,0.17,5.11,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202143,CHFL,pharmacy,12062,location,8709355,456873,NA,0.12,12,4.1000000000000005,0.14,5.25,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202144,CHFL,pharmacy,8986,location,8709355,465859,NA,0.118,11.799999999999999,4.2,0.1,5.35,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202145,CHFL,pharmacy,12544,location,8709355,478403,NA,0.101,10.100000000000001,4.2,0.14,5.49,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202146,CHFL,pharmacy,15075,location,8709355,493478,NA,0.065,6.5,4.3,0.17,5.67,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202052,CHFL,hospital,18,location,8709355,18,NA,0.016,1.6,1.6,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202053,CHFL,hospital,387,location,8709355,405,NA,0.074,7.3999999999999995,6.3,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202101,CHFL,hospital,2698,location,8709355,3103,NA,0.079,7.9,7.7,0.03,0.04,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202102,CHFL,hospital,5138,location,8709355,8241,NA,0.093,9.3,8.6,0.06,0.09,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202103,CHFL,hospital,9354,location,8709355,17595,NA,0.093,9.3,9,0.11,0.2,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202104,CHFL,hospital,5147,location,8709355,22742,NA,0.046,4.6,7.3999999999999995,0.06,0.26,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202105,CHFL,hospital,3879,location,8709355,26621,NA,0.039,3.9,6.5,0.04,0.31,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202106,CHFL,hospital,8717,location,8709355,35338,NA,0.065,6.5,6.5,0.1,0.41,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202107,CHFL,hospital,7609,location,8709355,42947,NA,0.058,5.800000000000001,6.4,0.09,0.49,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202108,CHFL,hospital,3797,location,8709355,46744,NA,0.027,2.7,5.800000000000001,0.04,0.54,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202109,CHFL,hospital,6040,location,8709355,52784,NA,0.04,4,5.5,0.07,0.61,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202110,CHFL,hospital,12671,location,8709355,65455,NA,0.083,8.3,5.8999999999999995,0.15,0.75,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202111,CHFL,hospital,12717,location,8709355,78172,NA,0.084,8.4,6.2,0.15,0.9,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202112,CHFL,hospital,11275,location,8709355,89447,NA,0.062,6.2,6.2,0.13,1.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202113,CHFL,hospital,9867,location,8709355,99314,NA,0.056,5.6000000000000005,6.1,0.11,1.14,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202114,CHFL,hospital,14263,location,8709355,113577,NA,0.068,6.800000000000001,6.2,0.16,1.3,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202115,CHFL,hospital,15635,location,8709355,129212,NA,0.053,5.3,6.1,0.18,1.48,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202116,CHFL,hospital,13620,location,8709355,142832,NA,0.037,3.6999999999999997,5.7,0.16,1.64,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202117,CHFL,hospital,13711,location,8709355,156543,NA,0.035,3.5000000000000004,5.4,0.16,1.8,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202118,CHFL,hospital,19161,location,8709355,175704,NA,0.042,4.2,5.3,0.22,2.02,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202119,CHFL,hospital,11317,location,8709355,187021,NA,0.024,2.4,4.9,0.13,2.15,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202120,CHFL,hospital,13535,location,8709355,200556,NA,0.024,2.4,4.6,0.16,2.3,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202121,CHFL,hospital,11457,location,8709355,212013,NA,0.021,2.1,4.3,0.13,2.43,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202122,CHFL,hospital,13932,location,8709355,225945,NA,0.022,2.1999999999999997,4.1000000000000005,0.16,2.59,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202123,CHFL,hospital,14009,location,8709355,239954,NA,0.022,2.1999999999999997,3.9,0.16,2.76,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202124,CHFL,hospital,7684,location,8709355,247638,NA,0.013,1.3,3.5999999999999996,0.09,2.84,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202125,CHFL,hospital,5786,location,8709355,253424,NA,0.011,1.0999999999999999,3.5000000000000004,0.07,2.91,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202126,CHFL,hospital,5833,location,8709355,259257,NA,0.013,1.3,3.3000000000000003,0.07,2.98,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202127,CHFL,hospital,3856,location,8709355,263113,NA,0.009,0.8999999999999999,3.2,0.04,3.02,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202128,CHFL,hospital,3132,location,8709355,266245,NA,0.009,0.8999999999999999,3.1,0.04,3.06,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202129,CHFL,hospital,2496,location,8709355,268741,NA,0.008,0.8,3,0.03,3.09,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,CHFL,hospital,3022,location,8709355,271763,NA,0.016,1.6,3,0.03,3.12,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,CHFL,hospital,2734,location,8709355,274497,NA,0.02,2,3,0.03,3.15,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,CHFL,hospital,2773,location,8709355,277270,NA,0.021,2.1,3,0.03,3.18,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,CHFL,hospital,3187,location,8709355,280457,NA,0.022,2.1999999999999997,3,0.04,3.22,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,CHFL,hospital,4232,location,8709355,284689,NA,0.026,2.6,3,0.05,3.27,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,CHFL,hospital,4573,location,8709355,289262,NA,0.029,2.9000000000000004,3,0.05,3.32,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,CHFL,hospital,4744,location,8709355,294006,NA,0.025,2.5,2.9000000000000004,0.05,3.38,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202137,CHFL,hospital,5322,location,8709355,299328,NA,0.024,2.4,2.9000000000000004,0.06,3.44,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202138,CHFL,hospital,4807,location,8709355,304135,NA,0.025,2.5,2.9000000000000004,0.06,3.49,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202139,CHFL,hospital,4320,location,8709355,308455,NA,0.026,2.6,2.9000000000000004,0.05,3.54,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202140,CHFL,hospital,3892,location,8709355,312347,NA,0.024,2.4,2.9000000000000004,0.04,3.59,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202141,CHFL,hospital,4534,location,8709355,316881,NA,0.027,2.7,2.9000000000000004,0.05,3.64,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202142,CHFL,hospital,2724,location,8709355,319605,NA,0.019,1.9,2.9000000000000004,0.03,3.67,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202143,CHFL,hospital,2179,location,8709355,321784,NA,0.022,2.1999999999999997,2.9000000000000004,0.03,3.69,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202144,CHFL,hospital,1765,location,8709355,323549,NA,0.023,2.3,2.9000000000000004,0.02,3.71,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202145,CHFL,hospital,4772,location,8709355,328321,NA,0.038,3.8,2.9000000000000004,0.05,3.77,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202146,CHFL,hospital,4554,location,8709355,332875,NA,0.02,2,2.9000000000000004,0.05,3.82,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202052,CHFL,other,605,location,8709355,605,NA,0.535,53.5,53.5,0.01,0.01,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202053,CHFL,other,584,location,8709355,1189,NA,0.111,11.1,18.6,0.01,0.01,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202101,CHFL,other,4262,location,8709355,5451,NA,0.125,12.5,13.5,0.05,0.06,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202102,CHFL,other,4941,location,8709355,10392,NA,0.089,8.9,10.8,0.06,0.12,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202103,CHFL,other,3339,location,8709355,13731,NA,0.033,3.3000000000000003,7.000000000000001,0.04,0.16,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202104,CHFL,other,4829,location,8709355,18560,NA,0.043,4.3,6,0.06,0.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202105,CHFL,other,4967,location,8709355,23527,NA,0.05,5,5.800000000000001,0.06,0.27,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202106,CHFL,other,6669,location,8709355,30196,NA,0.05,5,5.6000000000000005,0.08,0.35,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202107,CHFL,other,3548,location,8709355,33744,NA,0.027,2.7,5,0.04,0.39,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202108,CHFL,other,4923,location,8709355,38667,NA,0.036,3.5999999999999996,4.8,0.06,0.44,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202109,CHFL,other,7888,location,8709355,46555,NA,0.052,5.2,4.8,0.09,0.53,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202110,CHFL,other,3560,location,8709355,50115,NA,0.023,2.3,4.5,0.04,0.58,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202111,CHFL,other,4170,location,8709355,54285,NA,0.028,2.8000000000000003,4.3,0.05,0.62,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202112,CHFL,other,5241,location,8709355,59526,NA,0.029,2.9000000000000004,4.1000000000000005,0.06,0.68,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202113,CHFL,other,3626,location,8709355,63152,NA,0.021,2.1,3.9,0.04,0.73,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202114,CHFL,other,1335,location,8709355,64487,NA,0.006,0.6,3.5000000000000004,0.02,0.74,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202115,CHFL,other,3064,location,8709355,67551,NA,0.01,1,3.2,0.04,0.78,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202116,CHFL,other,2408,location,8709355,69959,NA,0.007,0.7000000000000001,2.8000000000000003,0.03,0.8,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202117,CHFL,other,3178,location,8709355,73137,NA,0.008,0.8,2.5,0.04,0.84,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202118,CHFL,other,3437,location,8709355,76574,NA,0.008,0.8,2.3,0.04,0.88,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202119,CHFL,other,2102,location,8709355,78676,NA,0.004,0.4,2.1,0.02,0.9,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202120,CHFL,other,6126,location,8709355,84802,NA,0.011,1.0999999999999999,1.9,0.07,0.97,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202121,CHFL,other,5430,location,8709355,90232,NA,0.01,1,1.7999999999999998,0.06,1.04,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202122,CHFL,other,6193,location,8709355,96425,NA,0.01,1,1.7000000000000002,0.07,1.11,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202123,CHFL,other,4709,location,8709355,101134,NA,0.007,0.7000000000000001,1.6,0.05,1.16,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202124,CHFL,other,5571,location,8709355,106705,NA,0.009,0.8999999999999999,1.6,0.06,1.23,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202125,CHFL,other,6132,location,8709355,112837,NA,0.012,1.2,1.5,0.07,1.3,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202126,CHFL,other,4950,location,8709355,117787,NA,0.011,1.0999999999999999,1.5,0.06,1.35,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202127,CHFL,other,3706,location,8709355,121493,NA,0.009,0.8999999999999999,1.5,0.04,1.39,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202128,CHFL,other,3518,location,8709355,125011,NA,0.01,1,1.5,0.04,1.44,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202129,CHFL,other,2903,location,8709355,127914,NA,0.01,1,1.4000000000000001,0.03,1.47,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,CHFL,other,1255,location,8709355,129169,NA,0.007,0.7000000000000001,1.4000000000000001,0.01,1.48,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,CHFL,other,685,location,8709355,129854,NA,0.005,0.5,1.4000000000000001,0.01,1.49,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,CHFL,other,1435,location,8709355,131289,NA,0.011,1.0999999999999999,1.4000000000000001,0.02,1.51,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,CHFL,other,1656,location,8709355,132945,NA,0.011,1.0999999999999999,1.4000000000000001,0.02,1.53,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,CHFL,other,2942,location,8709355,135887,NA,0.018,1.7999999999999998,1.4000000000000001,0.03,1.56,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,CHFL,other,4531,location,8709355,140418,NA,0.029,2.9000000000000004,1.4000000000000001,0.05,1.61,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,CHFL,other,7269,location,8709355,147687,NA,0.038,3.8,1.5,0.08,1.7,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202137,CHFL,other,8638,location,8709355,156325,NA,0.039,3.9,1.5,0.1,1.79,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202138,CHFL,other,5692,location,8709355,162017,NA,0.029,2.9000000000000004,1.6,0.07,1.86,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202139,CHFL,other,5653,location,8709355,167670,NA,0.034,3.4000000000000004,1.6,0.06,1.93,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202140,CHFL,other,5063,location,8709355,172733,NA,0.031,3.1,1.6,0.06,1.98,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202141,CHFL,other,4503,location,8709355,177236,NA,0.027,2.7,1.6,0.05,2.04,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202142,CHFL,other,3070,location,8709355,180306,NA,0.022,2.1999999999999997,1.6,0.04,2.07,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202143,CHFL,other,2243,location,8709355,182549,NA,0.022,2.1999999999999997,1.6,0.03,2.1,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202144,CHFL,other,2686,location,8709355,185235,NA,0.035,3.5000000000000004,1.7000000000000002,0.03,2.13,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202145,CHFL,other,3029,location,8709355,188264,NA,0.024,2.4,1.7000000000000002,0.03,2.16,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202146,CHFL,other,4352,location,8709355,192616,NA,0.019,1.9,1.7000000000000002,0.05,2.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
