date,geoRegion,location,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202052,FL,vaccination_centre,0,location,39055,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202053,FL,vaccination_centre,0,location,39055,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202101,FL,vaccination_centre,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202102,FL,vaccination_centre,5,location,39055,5,NA,1,100,45.5,0.01,0.01,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202103,FL,vaccination_centre,0,location,39055,5,NA,0,0,1.5,0,0.01,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202104,FL,vaccination_centre,378,location,39055,383,NA,0.759,75.9,45.5,0.97,0.98,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202105,FL,vaccination_centre,5,location,39055,388,NA,1,100,45.9,0.01,0.99,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202106,FL,vaccination_centre,0,location,39055,388,NA,0,0,33,0,0.99,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202107,FL,vaccination_centre,519,location,39055,907,NA,0.81,81,50,1.33,2.32,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202108,FL,vaccination_centre,786,location,39055,1693,NA,1,100,65.10000000000001,2.01,4.33,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202109,FL,vaccination_centre,527,location,39055,2220,NA,1,100,71,1.35,5.68,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202110,FL,vaccination_centre,651,location,39055,2871,NA,1,100,76,1.67,7.35,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202111,FL,vaccination_centre,569,location,39055,3440,NA,0.969,96.89999999999999,78.8,1.46,8.81,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202112,FL,vaccination_centre,1124,location,39055,4564,NA,1,100,83.1,2.88,11.69,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202113,FL,vaccination_centre,1014,location,39055,5578,NA,1,100,85.8,2.6,14.28,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202114,FL,vaccination_centre,910,location,39055,6488,NA,1,100,87.5,2.33,16.61,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202115,FL,vaccination_centre,1446,location,39055,7934,NA,1,100,89.5,3.7,20.31,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202116,FL,vaccination_centre,2597,location,39055,10531,NA,1,100,91.9,6.65,26.96,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202117,FL,vaccination_centre,1541,location,39055,12072,NA,1,100,92.9,3.95,30.91,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202118,FL,vaccination_centre,1371,location,39055,13443,NA,1,100,93.60000000000001,3.51,34.42,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202119,FL,vaccination_centre,1964,location,39055,15407,NA,1,100,94.3,5.03,39.45,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202120,FL,vaccination_centre,2745,location,39055,18152,NA,1,100,95.1,7.03,46.48,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202121,FL,vaccination_centre,2203,location,39055,20355,NA,1,100,95.6,5.64,52.12,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202122,FL,vaccination_centre,2773,location,39055,23128,NA,1,100,96.2,7.1,59.22,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202123,FL,vaccination_centre,2874,location,39055,26002,NA,1,100,96.6,7.36,66.58,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202124,FL,vaccination_centre,2808,location,39055,28810,NA,1,100,96.89999999999999,7.19,73.77,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202125,FL,vaccination_centre,1617,location,39055,30427,NA,1,100,97,4.14,77.91,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202126,FL,vaccination_centre,2275,location,39055,32702,NA,1,100,97.2,5.83,83.73,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202127,FL,vaccination_centre,2617,location,39055,35319,NA,1,100,97.39999999999999,6.7,90.43,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202128,FL,vaccination_centre,2327,location,39055,37646,NA,1,100,97.6,5.96,96.39,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202129,FL,vaccination_centre,635,location,39055,38281,NA,1,100,97.6,1.63,98.02,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,FL,vaccination_centre,0,location,39055,38281,NA,NA,NA,97.6,0,98.02,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,FL,vaccination_centre,0,location,39055,38281,NA,NA,NA,97.6,0,98.02,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,FL,vaccination_centre,1718,location,39055,39999,NA,1,100,97.7,4.4,102.42,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,FL,vaccination_centre,1222,location,39055,41221,NA,1,100,97.8,3.13,105.55,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,FL,vaccination_centre,993,location,39055,42214,NA,1,100,97.89999999999999,2.54,108.09,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,FL,vaccination_centre,0,location,39055,42214,NA,NA,NA,97.89999999999999,0,108.09,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,FL,vaccination_centre,467,location,39055,42681,NA,1,100,97.89999999999999,1.2,109.28,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202137,FL,vaccination_centre,1755,location,39055,44436,NA,1,100,98,4.49,113.78,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202138,FL,vaccination_centre,1353,location,39055,45789,NA,1,100,98,3.46,117.24,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202139,FL,vaccination_centre,175,location,39055,45964,NA,1,100,98,0.45,117.69,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202140,FL,vaccination_centre,189,location,39055,46153,NA,1,100,98,0.48,118.17,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202141,FL,vaccination_centre,164,location,39055,46317,NA,1,100,98,0.42,118.59,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202142,FL,vaccination_centre,1048,location,39055,47365,NA,1,100,98.1,2.68,121.28,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202143,FL,vaccination_centre,436,location,39055,47801,NA,1,100,98.1,1.12,122.39,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202144,FL,vaccination_centre,405,location,39055,48206,NA,1,100,98.1,1.04,123.43,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202145,FL,vaccination_centre,334,location,39055,48540,NA,1,100,98.1,0.86,124.29,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202146,FL,vaccination_centre,210,location,39055,48750,NA,0.572,57.199999999999996,97.8,0.54,124.82,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202052,FL,nursing_home,0,location,39055,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202053,FL,nursing_home,0,location,39055,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202101,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202102,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202103,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202104,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202105,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202106,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202107,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202108,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202109,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202110,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202111,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202112,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202113,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202114,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202115,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202116,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202117,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202118,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202119,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202120,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202121,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202122,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202123,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202124,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202125,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202126,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202127,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202128,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202129,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,FL,nursing_home,0,location,39055,0,NA,NA,NA,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,FL,nursing_home,0,location,39055,0,NA,NA,NA,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,FL,nursing_home,0,location,39055,0,NA,NA,NA,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202137,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202138,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202139,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202140,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202141,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202142,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202143,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202144,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202145,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202146,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202052,FL,medical_practice,0,location,39055,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202053,FL,medical_practice,0,location,39055,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202101,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202102,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202103,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202104,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202105,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202106,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202107,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202108,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202109,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202110,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202111,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202112,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202113,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202114,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202115,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202116,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202117,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202118,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202119,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202120,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202121,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202122,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202123,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202124,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202125,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202126,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202127,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202128,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202129,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,FL,medical_practice,0,location,39055,0,NA,NA,NA,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,FL,medical_practice,0,location,39055,0,NA,NA,NA,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,FL,medical_practice,0,location,39055,0,NA,NA,NA,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202137,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202138,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202139,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202140,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202141,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202142,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202143,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202144,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202145,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202146,FL,medical_practice,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202052,FL,pharmacy,0,location,39055,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202053,FL,pharmacy,0,location,39055,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202101,FL,pharmacy,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202102,FL,pharmacy,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202103,FL,pharmacy,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202104,FL,pharmacy,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202105,FL,pharmacy,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202106,FL,pharmacy,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202107,FL,pharmacy,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202108,FL,pharmacy,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202109,FL,pharmacy,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202110,FL,pharmacy,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202111,FL,pharmacy,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202112,FL,pharmacy,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202113,FL,pharmacy,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202114,FL,pharmacy,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202115,FL,pharmacy,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202116,FL,pharmacy,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202117,FL,pharmacy,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202118,FL,pharmacy,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202119,FL,pharmacy,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202120,FL,pharmacy,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202121,FL,pharmacy,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202122,FL,pharmacy,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202123,FL,pharmacy,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202124,FL,pharmacy,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202125,FL,pharmacy,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
