sex,nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_28d,timeframe_14d
male,all,GR,202126,1469,37,1432,155681,2.5,0.7,4.7,0.497,49.7,100289,1464.77,155232.38,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,122,121.65,9.1,1.1000000000000014,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,JU,202126,299,4,295,25901,1.3,-0.5,13,0.472,47.199999999999996,36474,819.76,71012.23,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,-139,-381.1,-31.7,-3.3000000000000043,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,LU,202126,1777,35,1742,131217,2,1,11.1,0.492,49.2,207582,856.05,63212.13,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,-184,-88.64,-9.4,-1.1999999999999957,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,NE,202126,2241,19,2222,77782,0.8,0.10000000000000009,10.7,0.475,47.5,86184,2600.25,90251.09,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,859,996.7,62.2,-3.6000000000000014,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,NW,202126,306,0,306,14867,0,-0.2,9,0.507,50.7,22298,1372.32,66674.14,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,-106,-475.38,-25.7,-1.2999999999999972,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,OW,202126,220,2,218,12185,0.9,-0.9,10.7,0.461,46.1,19268,1141.79,63239.57,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,0,0,0,0.8999999999999986,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,SG,202126,1912,45,1867,173490,2.4,1.0999999999999999,12.3,0.48,48,258108,740.78,67216.05,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,-269,-104.22,-12.3,1.1000000000000014,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,SH,202126,490,10,480,30453,2,-0.8999999999999999,8.5,0.481,48.1,41162,1190.42,73983.29,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,1,2.43,0.2,-4.200000000000003,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,SO,202126,2283,19,2264,107808,0.8,-0.09999999999999998,8.5,0.522,52.2,138626,1646.88,77768.96,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,202,145.72,9.7,-0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,SZ,202126,885,16,869,62282,1.8,-0.7,10.4,0.505,50.5,83109,1064.87,74940.14,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,-142,-170.86,-13.8,-2.4000000000000057,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,TG,202126,1028,14,1014,94958,1.4,0,9.7,0.45,45,142527,721.27,66624.57,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,-78,-54.72,-7.1,-3.1000000000000014,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,TI,202126,2857,27,2830,166008,0.9,0.4,9.5,0.486,48.6,170830,1672.42,97177.31,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,-1315,-769.77,-31.5,0.6000000000000014,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,UR,202126,633,0,633,23616,0,-0.2,7,0.472,47.199999999999996,18768,3372.76,125831.2,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,-238,-1268.12,-27.3,-0.6000000000000014,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,VD,202126,15049,68,14981,449564,0.5,0,9.3,0.483,48.3,400217,3760.21,112330.06,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,6519,1628.87,76.4,-0.3999999999999986,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,VS,202126,2746,33,2713,155850,1.2,0.29999999999999993,11.8,0.491,49.1,172955,1587.7,90110.14,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,-599,-346.33,-17.9,-0.19999999999999574,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,ZG,202126,2322,46,2276,77052,2,1.3,6,0.484,48.4,65227,3559.88,118129,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,521,798.75,28.9,-3.700000000000003,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,ZH,202126,11597,105,11492,747174,0.9,0.20000000000000007,8,0.507,50.7,774299,1497.74,96496.83,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,-566,-73.1,-4.7,-0.29999999999999716,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,AG,202126,7342,36,7306,267690,0.5,-0.09999999999999998,9.3,0.497,49.7,345258,2126.53,77533.32,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,3286,951.76,81,1.3000000000000043,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,AI,202126,236,0,236,8862,0,-0.4,7.2,0.573,57.3,7932,2975.29,111724.66,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,-42,-529.5,-15.1,2.3999999999999915,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,AR,202126,194,3,191,19206,1.5,0.30000000000000004,10.7,0.483,48.3,27426,707.36,70028.44,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,-48,-175.01,-19.8,-2.3000000000000043,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,BE,202126,7999,34,7965,423266,0.4,-0.4,8.2,0.516,51.6,530832,1506.88,79736.34,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,2722,512.78,51.6,1.1000000000000014,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,BL,202126,4472,11,4461,144520,0.2,-0.2,6.3,0.517,51.7,148202,3017.5,97515.55,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,2321,1566.1,107.9,1.3000000000000043,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,BS,202126,3645,9,3636,122975,0.2,-0.3,5.5,0.524,52.400000000000006,101114,3604.84,121620.15,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,1334,1319.3,57.7,0.5000000000000071,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,FL,202126,696,7,689,30946,1,0.30000000000000004,5.5,0.547,54.7,19687,3535.33,157190.02,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,123,624.78,21.5,1.2000000000000028,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,FR,202126,2124,8,2116,133058,0.4,-0.09999999999999998,12.9,0.48,48,162511,1306.99,81876.3,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,196,120.61,10.2,-0.10000000000000142,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,GE,202126,8691,52,8639,363813,0.6,0.09999999999999998,9.7,0.527,52.7,261023,3329.59,139379.67,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,3137,1201.81,56.5,1.3000000000000043,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,GL,202126,401,7,394,16067,1.7,1.7,9.6,0.475,47.5,20226,1982.6,79437.36,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,143,707.01,55.4,1.7999999999999972,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,GR,202126,1485,8,1477,136200,0.5,-0.19999999999999996,5.2,0.503,50.3,99807,1487.87,136463.37,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,62,62.12,4.4,-1.1000000000000014,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,JU,202126,334,5,329,31873,1.5,0.8,12.7,0.528,52.800000000000004,37235,897.01,85599.57,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,-96,-257.82,-22.3,3.3000000000000043,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,LU,202126,1834,30,1804,140260,1.6,0.8,11,0.508,50.8,208765,878.5,67185.59,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,-92,-44.07,-4.8,1.2999999999999972,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,NE,202126,2471,11,2460,87904,0.4,0,10.8,0.524,52.400000000000006,89710,2754.43,97986.85,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,1151,1283.02,87.2,3.6000000000000085,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,NW,202126,297,1,296,14955,0.3,-0.2,9.5,0.493,49.3,21222,1399.49,70469.32,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,-82,-386.39,-21.6,1.3999999999999986,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,OW,202126,257,2,255,13502,0.8,0.10000000000000009,10.7,0.539,53.900000000000006,18840,1364.12,71666.67,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,-10,-53.08,-3.7,-0.8999999999999986,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,SG,202126,2075,25,2050,192225,1.2,0.19999999999999996,11.9,0.52,52,256396,809.29,74971.92,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,-388,-151.33,-15.8,-1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,SH,202126,528,5,523,31491,0.9,-0.4,8.3,0.519,51.9,41945,1258.79,75076.89,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,82,195.49,18.4,4.200000000000003,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,SO,202126,2092,8,2084,111602,0.4,-0.5,8.4,0.478,47.8,138836,1506.81,80384.05,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,224,161.34,12,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,SZ,202126,868,21,847,60735,2.4,-0.20000000000000018,10.8,0.495,49.5,79048,1098.07,76833.06,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,-48,-60.72,-5.2,2.4000000000000057,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,TG,202126,1255,17,1238,107078,1.4,0,9.5,0.55,55.00000000000001,140382,893.99,76276.16,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,65,46.3,5.5,3.200000000000003,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,TI,202126,3020,27,2993,185308,0.9,0.5,9.1,0.514,51.4,180156,1676.32,102859.74,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,-1495,-829.84,-33.1,-0.6000000000000014,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,UR,202126,708,0,708,25742,0,-0.1,6.7,0.528,52.800000000000004,18051,3922.22,142607.06,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,-244,-1351.73,-25.6,0.6000000000000014,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,VD,202126,16001,65,15936,488015,0.4,0,9.1,0.514,51.4,414545,3859.89,117723.05,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,7036,1697.28,78.5,0.19999999999999574,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,VS,202126,2843,20,2823,161595,0.7,-0.30000000000000004,12.4,0.508,50.8,175548,1619.5,92051.75,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,-587,-334.38,-17.1,0.19999999999999574,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,ZG,202126,2472,19,2453,72846,0.8,0.4,6.1,0.516,51.6,63567,3888.81,114597.2,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,819,1288.4,49.5,3.700000000000003,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,ZH,202126,11256,85,11171,788669,0.8,0.20000000000000007,7.7,0.492,49.2,779124,1444.7,101225.09,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,-435,-55.83,-3.7,0.20000000000000284,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,AG,202126,9,0,9,171,0,0,6.4,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,6,NA,200,0.1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,AI,202126,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,AR,202126,1,0,1,2,0,NA,50,0.002,0.2,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,1,NA,NA,0.2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,BE,202126,48,0,48,396,0,0,7.1,0.003,0.3,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,36,NA,300,0.19999999999999998,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,BL,202126,12,0,12,70,0,0,2.9,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,10,NA,500,0.1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,BS,202126,13,0,13,871,0,0,2,0.002,0.2,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,3,NA,30,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,FL,202126,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,FR,202126,2,0,2,37,0,NA,5.4,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,2,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,GE,202126,9,0,9,194,0,0,5.7,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,2,NA,28.6,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,GL,202126,0,0,NA,10,NA,NA,20,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,GR,202126,0,0,NA,19,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,JU,202126,0,0,NA,1,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,LU,202126,1,0,1,45,0,0,8.9,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,-2,NA,-66.7,-0.1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,NE,202126,8,0,8,117,0,0,0.9,0.002,0.2,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,7,NA,700,0.2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,NW,202126,0,0,NA,1,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,-1,NA,-100,-0.1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,OW,202126,0,0,NA,1,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,SG,202126,0,0,NA,49,NA,NA,4.1,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,-3,NA,-100,-0.1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,SH,202126,0,0,NA,8,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,SO,202126,0,0,NA,43,NA,NA,9.3,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,-2,NA,-100,-0.1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,SZ,202126,0,0,NA,29,NA,NA,10.3,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,TG,202126,0,0,NA,57,NA,NA,3.5,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,-1,NA,-100,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,TI,202126,0,0,NA,21,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,-1,NA,-100,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,UR,202126,0,0,NA,4,NA,NA,25,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,VD,202126,86,0,86,1266,0,0,4.3,0.003,0.3,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,72,NA,514.3,0.19999999999999998,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,VS,202126,6,0,6,393,0,0,1.8,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,1,NA,20,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,ZG,202126,0,0,NA,22,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,ZH,202126,17,0,17,621,0,0,3.7,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,7,NA,70,0.1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,AG,202127,7274,77,7197,263242,1.1,0.5000000000000001,9.3,0.498,49.8,348814,2085.35,75467.73,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,-141,-40.42,-1.9,-0.4000000000000057,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,AI,202127,109,0,109,7806,0,0,8.9,0.476,47.599999999999994,8361,1303.67,93362.04,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,-67,-801.34,-38.1,4.899999999999999,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,AR,202127,406,4,402,17820,1,0,10.6,0.486,48.6,27883,1456.08,63909.91,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,199,713.69,96.1,-2.8999999999999986,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,BE,202127,7757,79,7678,387977,1,0.5,8.3,0.493,49.3,512300,1514.15,75732.38,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,288,56.22,3.9,1.1999999999999957,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,BL,202127,3895,29,3866,126628,0.7,0.39999999999999997,7.2,0.478,47.8,142767,2728.22,88695.57,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,-271,-189.82,-6.5,-0.3999999999999986,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,BS,202127,3096,30,3066,112364,1,0.5,5.7,0.487,48.699999999999996,95621,3237.78,117509.75,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,-204,-213.34,-6.2,1.2999999999999972,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,FL,202127,639,9,630,22006,1.4,0.4999999999999999,7.1,0.456,45.6,19368,3299.26,113620.4,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,62,320.12,10.7,0.29999999999999716,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,FR,202127,3709,26,3683,128266,0.7,0.09999999999999998,12.3,0.479,47.9,162985,2275.67,78698.04,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,1409,864.5,61.3,-4.100000000000001,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,GE,202127,6955,117,6838,329388,1.7,0.7999999999999999,9.6,0.464,46.400000000000006,245320,2835.07,134268.71,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,-822,-335.08,-10.6,-0.79999999999999,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,GL,202127,368,11,357,15270,3,2.5,9,0.51,51,20625,1784.24,74036.36,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,-75,-363.64,-16.9,-1.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,GR,202127,1314,41,1273,156995,3.1,0.6000000000000001,4.6,0.482,48.199999999999996,100289,1310.21,156542.59,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,-155,-154.56,-10.6,-1.500000000000007,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,JU,202127,248,9,239,26149,3.6,2.3,12.9,0.481,48.1,36474,679.94,71692.16,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,-51,-139.82,-17.1,0.9000000000000057,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,LU,202127,2744,68,2676,133961,2.5,0.5,10.9,0.497,49.7,207582,1321.89,64534.02,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,967,465.84,54.4,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,NE,202127,2670,12,2658,80452,0.4,-0.4,10.4,0.48,48,86184,3098.02,93349.11,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,429,497.77,19.1,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,NW,202127,488,4,484,15355,0.8,0.8,8.7,0.523,52.300000000000004,22298,2188.54,68862.68,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,182,816.22,59.5,1.6000000000000014,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,OW,202127,423,11,412,12608,2.6,1.7000000000000002,10.4,0.492,49.2,19268,2195.35,65434.92,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,203,1053.56,92.3,3.1000000000000014,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,SG,202127,3914,85,3829,177404,2.2,-0.19999999999999973,12.1,0.455,45.5,258108,1516.42,68732.47,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,2002,775.64,104.7,-2.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,SH,202127,768,6,762,31221,0.8,-1.2,8.3,0.499,49.9,41162,1865.8,75849.08,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,278,675.38,56.7,1.7999999999999972,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,SO,202127,4212,19,4193,112020,0.5,-0.30000000000000004,8.2,0.515,51.5,138626,3038.39,80807.35,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,1929,1391.51,84.5,-0.7000000000000028,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,SZ,202127,1222,43,1179,63504,3.5,1.7,10.2,0.481,48.1,83109,1470.36,76410.5,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,337,405.49,38.1,-2.3999999999999986,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,TG,202127,1969,18,1951,96927,0.9,-0.4999999999999999,9.6,0.464,46.400000000000006,142527,1381.49,68006.06,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,941,660.22,91.5,1.4000000000000057,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,TI,202127,1838,67,1771,167846,3.6,2.7,9.5,0.494,49.4,170830,1075.92,98253.23,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,-1019,-596.5,-35.7,0.7999999999999972,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,UR,202127,519,0,519,24135,0,0,6.9,0.502,50.2,18768,2765.35,128596.55,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,-114,-607.41,-18,3.000000000000007,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,VD,202127,18188,121,18067,467752,0.7,0.19999999999999996,9,0.488,48.8,400217,4544.53,116874.6,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,3139,784.32,20.9,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,VS,202127,2664,62,2602,158514,2.3,1.0999999999999999,11.6,0.491,49.1,172955,1540.29,91650.43,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,-82,-47.41,-3,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,ZG,202127,2484,57,2427,79536,2.3,0.2999999999999998,5.8,0.505,50.5,65227,3808.24,121937.23,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,162,248.36,7,2.1000000000000014,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,ZH,202127,12055,268,11787,759229,2.2,1.3000000000000003,7.9,0.502,50.2,774299,1556.89,98053.72,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,458,59.15,3.9,-0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,AG,202127,7329,55,7274,275019,0.8,0.30000000000000004,9.1,0.502,50.2,345258,2122.76,79656.08,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,-13,-3.77,-0.2,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
