date,sex,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,geoRegion,type,type_variant,vaccine,data_completeness,version
202120,male,not_vaccinated,74,1577,3002720,2.46,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202120,male,unknown,44,1893,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202120,unknown,fully_vaccinated,0,0,276,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202120,unknown,partially_vaccinated,0,0,331,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202120,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202120,unknown,unknown,0,2,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202121,female,fully_vaccinated,7,72,1023190,0.68,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202121,female,partially_vaccinated,2,71,627969,0.32,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202121,female,not_vaccinated,29,1259,2736229,1.06,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202121,female,unknown,26,1598,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202121,male,fully_vaccinated,6,89,852004,0.7,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202121,male,partially_vaccinated,3,91,620183,0.48,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202121,male,not_vaccinated,47,1624,2849780,1.65,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202121,male,unknown,28,1921,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202121,unknown,fully_vaccinated,0,0,341,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202121,unknown,partially_vaccinated,0,0,361,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202121,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
